texto,etiqueta,explicacion,label_id
Oferta para vendedores: se prefieren candidatos masculinos.,sesgo_genero_masculino,"Manifiesta una preferencia de género hacia candidatos masculinos, discriminando a mujeres.",0
Se busca conductor — solo hombres.,sesgo_genero_masculino,Excluye explícitamente a las mujeres al indicar que solo se aceptan hombres.,0
Vacante para técnico de mantenimiento: se prefiere candidato varón por fuerza física.,sesgo_genero_masculino,Prefiere hombres basándose en una suposición estereotipada sobre la fuerza física.,0
Empresa busca comercial con perfil competitivo (hombres preferidos).,sesgo_genero_masculino,"Indica preferencia por hombres para el puesto, favoreciendo un género sobre otro.",0
"Se requiere vigilante nocturno, hombres entre 25-40 años.",sesgo_genero_masculino,Solicita específicamente hombres y limita por género en la oferta.,0
Necesitamos mecánico: solo masculino.,sesgo_genero_masculino,Excluye a candidatas mujeres al exigir que el puesto sea ocupado por un hombre.,0
Buscamos repartidor: candidatos masculinos.,sesgo_genero_masculino,Especifica el género masculino como requisito para el puesto.,0
Puesto de seguridad privada: se valorará la masculinidad y el porte.,sesgo_genero_masculino,"Asocia características valoradas con la masculinidad, favoreciendo a hombres.",0
Oferta para jefe de obra: hombres con experiencia.,sesgo_genero_masculino,Indica explícitamente que se buscan hombres para el cargo directivo.,0
Se buscan ayudantes de obra — solo varones.,sesgo_genero_masculino,Exclusión directa de mujeres al limitar la contratación a varones.,0
"Urgente: camarero de barra, preferentemente hombre joven.",sesgo_genero_masculino,"Expresa preferencia por hombres jóvenes, introduciendo sesgo de género en la selección.",0
Se necesita conductor de camión — solo hombres.,sesgo_genero_masculino,"Excluye explícitamente a las mujeres al indicar ""solo hombres"", discriminación por género.",0
Buscamos guardia de seguridad (hombres entre 25 y 40 años).,sesgo_genero_masculino,"Prefiere expresamente a candidatos masculinos, imponiendo requisito de sexo que discrimina.",0
Puesto de operario de planta: se valorará candidato varón con buena resistencia física.,sesgo_genero_masculino,"Sugiere preferencia por varones basada en estereotipo de fuerza física, excluyendo indirectamente a mujeres.",0
Se solicita carpintero — puesto para hombres.,sesgo_genero_masculino,"Declara que el puesto es ""para hombres"", excluyendo por género y mostrando sesgo masculino.",0
Necesitamos técnico de climatización: imprescindible sexo masculino.,sesgo_genero_masculino,"Requiere explícitamente el ""sexo masculino"", constituyendo discriminación directa por género.",0
Se busca gerente de obra con perfil masculino y mano firme.,sesgo_genero_masculino,"Asocia liderazgo y autoridad a un ""perfil masculino"", fomentando estereotipos de género y preferencia por hombres.",0
Se necesita mecánico; se valorarán candidatos masculinos.,sesgo_genero_masculino,"Declara explícitamente preferencia por candidatos masculinos, mostrando sesgo de género.",0
"Se buscan albañiles, solo varones.",sesgo_genero_masculino,"Establece que solo se aceptan varones, excluyendo a mujeres y otras identidades.",0
Jefe de obra: hombres con liderazgo.,sesgo_genero_masculino,"Asocia la posición de liderazgo con hombres, implicando que el candidato ideal debe ser masculino.",0
Se necesita trabajador para mudanzas; se buscan chicos fuertes.,sesgo_genero_masculino,"Usa 'chicos' y un rasgo físico estereotípicamente masculino, favoreciendo a hombres.",0
Vacante para camarero: solo hombres para turno de noche.,sesgo_genero_masculino,"Restringe la vacante a hombres para un turno específico, discriminando por género.",0
"Se solicitan vendedores, preferentemente varones dinámicos.",sesgo_genero_masculino,Indica preferencia por varones y usa lenguaje que asocia ciertas cualidades al género masculino.,0
"Se busca electricista, solo hombres.",sesgo_genero_masculino,"Exclusión explícita de mujeres al exigir 'solo hombres', indicando discriminación por género.",0
Se necesita conductor varón para reparto nocturno.,sesgo_genero_masculino,"Uso del término 'varón' que restringe la vacante a hombres, excluyendo a candidatas femeninas.",0
"Se solicita guardia de seguridad, preferentemente masculino.",sesgo_genero_masculino,"Preferencia explícita por personas masculinas, lo que favorece a hombres sobre mujeres.",0
Buscamos jefe de obra: hombre responsable y fuerte.,sesgo_genero_masculino,"Se especifica 'hombre' y se asocia el puesto con fuerza física, estereotipando y excluyendo mujeres.",0
Vacante: operario — se valora experiencia en trabajos pesados; se busca hombre.,sesgo_genero_masculino,La frase 'se busca hombre' limita la contratación a varones y asocia el rol a labores consideradas masculinas.,0
Se necesita técnico de mantenimiento (solo caballeros).,sesgo_genero_masculino,"Uso de 'caballeros' excluye explícitamente a mujeres, imponiendo un requisito de género.",0
Contratamos vendedor: idealmente un hombre carismático.,sesgo_genero_masculino,"Se expresa preferencia por un 'hombre', vinculando habilidades comerciales a un género específico.",0
Oferta: conductor de camión - candidatos hombres preferidos.,sesgo_genero_masculino,La preferencia por 'hombres' discrimina a posibles candidatas femeninas para el puesto.,0
Se requiere fontanero; se aceptan solo varones con experiencia.,sesgo_genero_masculino,Indicaciones de 'solo varones' excluyen mujeres y constituyen un requisito de género injustificado.,0
Buscamos gerente con perfil masculino para liderar equipo mixto.,sesgo_genero_masculino,"Pedir un 'perfil masculino' impone características de género para el liderazgo, favoreciendo a hombres.",0
Puesto para padre de familia con disponibilidad nocturna.,sesgo_genero_masculino,"Relaciona el puesto con la figura masculina de 'padre de familia', excluyendo a quienes no encajan en ese rol.",0
Requerimos ejecutivo de cuentas: se priorizarán candidatos masculinos.,sesgo_genero_masculino,"Declara prioridad por candidatos masculinos, discriminando a mujeres y otros géneros.",0
"Se busca operario, sólo hombres.",sesgo_genero_masculino,"Exige explícitamente candidatos masculinos ('solo hombres'), excluyendo mujeres.",0
"Recepcionista masculino, de 25 a 35 años.",sesgo_genero_masculino,"Especifica el sexo 'masculino' y un rango de edad, favoreciendo a varones.",0
Preferible conductor varón con experiencia.,sesgo_genero_masculino,"Indica preferencia explícita por 'varón', discriminando por género.",0
"Se necesitan camareros, solo varones.",sesgo_genero_masculino,"Requiere exclusivamente personal masculino ('solo varones'), excluyendo mujeres.",0
Buscamos un líder fuerte y competitivo (hombres preferidos).,sesgo_genero_masculino,"Combina rasgos estereotípicamente masculinos con la nota 'hombres preferidos', mostrando sesgo de género.",0
"Auxiliar de bodega: hombres jóvenes, resistentes.",sesgo_genero_masculino,"Solicita específicamente 'hombres jóvenes', asociando el trabajo a características físicas masculinas y excluyendo mujeres.",0
Marketing: puesto para hombre con carácter asertivo.,sesgo_genero_masculino,"Aclara que el puesto es 'para hombre', aplicando una preferencia de género explícita.",0
"Se ofrece puesto de seguridad, destinado a varones.",sesgo_genero_masculino,"Declara que el puesto está 'destinado a varones', discriminando por sexo.",0
Solicitamos técnico mecánico (solo varón).,sesgo_genero_masculino,La indicación 'solo varón' excluye a candidatas femeninas de forma explícita.,0
Vacante: vendedor puerta a puerta — candidatos masculinos.,sesgo_genero_masculino,"Especifica 'candidatos masculinos', mostrando una clara preferencia por hombres.",0
Se busca recepcionista (solo varones).,sesgo_genero_masculino,"Requiere explícitamente solo varones, excluyendo a mujeres y otras identidades de género.",0
"Se busca operario de fábrica, hombres preferentemente.",sesgo_genero_masculino,"Expresa preferencia por candidatos masculinos, discriminando por género.",0
Solicitamos conductor de camión — solo hombres con experiencia.,sesgo_genero_masculino,"Indica que únicamente se considerarán hombres, exclusión directa por género.",0
Buscamos guardias de seguridad: hombres fuertes.,sesgo_genero_masculino,"Combina especificación de género con estereotipo físico masculino, favoreciendo a hombres.",0
Se busca personal masculino para trabajo en bodega.,sesgo_genero_masculino,Excluye explícitamente a mujeres al indicar que el personal debe ser masculino.,0
Preferimos candidatos hombres para puesto de seguridad.,sesgo_genero_masculino,"Indica preferencia por hombres, lo que discrimina a solicitantes de otros géneros.",0
Se requiere conductor varón con experiencia.,sesgo_genero_masculino,"Solicita específicamente 'varón', excluyendo a mujeres y otros géneros.",0
Vacante exclusiva para caballeros con presencia impecable.,sesgo_genero_masculino,Uso de 'caballeros' y exclusividad que limita la oferta a hombres.,0
Buscamos jóvenes varones para equipo de ventas agresivas.,sesgo_genero_masculino,Se dirige sólo a varones y asocia el rol con rasgos estereotípicamente masculinos.,0
"Se necesita albañil hombre, imprescindible fuerza física.",sesgo_genero_masculino,"Recluta explícitamente a hombres, excluyendo potencialmente a mujeres cualificadas.",0
Solo hombres: técnico de mantenimiento nocturno.,sesgo_genero_masculino,La frase 'solo hombres' prohíbe la participación de mujeres y otros géneros.,0
Se valorará actitud competitiva típica de hombres.,sesgo_genero_masculino,"Asume que ciertas cualidades son 'típicas de hombres', promoviendo estereotipos y sesgo.",0
Equipo de obras: se requiere personal masculino para trabajo pesado.,sesgo_genero_masculino,"Asume que solo los hombres pueden realizar trabajo pesado, excluyendo a mujeres por estereotipo de género.",0
Vacante para técnico: se valora actitud masculina.,sesgo_genero_masculino,Valorar una 'actitud masculina' implica preferencia por rasgos asociados a hombres y discrimina por género.,0
Se busca líder de taller (hombre preferido).,sesgo_genero_masculino,Manifiesta una preferencia por candidatos masculinos para un rol de liderazgo.,0
Puestos de seguridad: solo apto para hombres.,sesgo_genero_masculino,"Excluye explícitamente a mujeres del puesto, indicando sesgo hacia candidatos masculinos.",0
Se busca conductor para reparto: solo hombres.,sesgo_genero_masculino,"La frase especifica explícitamente una preferencia exclusiva por hombres ('solo hombres'), lo que constituye discriminación por género y un sesgo hacia candidatos masculinos.",0
Vacante para modelo publicitario masculino.,sesgo_genero_masculino,"Requiere explícitamente que el modelo sea masculino, excluyendo a personas de otros géneros.",0
Oferta: repartidor. Solo hombres con licencia.,sesgo_genero_masculino,"Limita la vacante a hombres mediante 'solo hombres', constituyendo un sesgo de género.",0
Solicitamos varón entre 25 y 40 años.,sesgo_genero_masculino,"Requisito explícito de género masculino, excluye a mujeres y a personas no binarias.",0
Se necesita chofer; mujeres abstenerse.,sesgo_genero_masculino,"Orden explícita de exclusión de mujeres, discriminación directa por género.",0
Puesto ideal para padres responsables.,sesgo_genero_masculino,"Promueve una expectativa basada en la figura masculina de 'padre', excluye otras identidades parentales.",0
Se busca chico para prácticas de ingeniería.,sesgo_genero_masculino,"Uso de 'chico' dirige la oferta a hombres jóvenes, generando exclusión de mujeres.",0
Puesto: jefe de obra. Se valorará experiencia de varón.,sesgo_genero_masculino,"Indica que la experiencia de candidatos varones será valorada, favoreciendo al género masculino.",0
Se busca asistente administrativo (solo hombres) con carácter enérgico y capacidad para trabajo bajo presión.,sesgo_genero_masculino,"La oferta excluye explícitamente a las mujeres al indicar 'solo hombres', además asocia rasgos de carácter (enérgico, tolerancia a la presión) como requisitos implícitos de género, lo que constituye discriminación por sexo.",0
Se prefiere candidato del sexo masculino para roles técnicos.,sesgo_genero_masculino,"Expresa preferencia por el sexo masculino en áreas técnicas, fomentando estereotipos de género.",0
Solo hombres: operario en planta con carga pesada.,sesgo_genero_masculino,Texto excluyente que limita la vacante únicamente a hombres.,0
Buscamos un jefe de ventas — hombres con liderazgo.,sesgo_genero_masculino,Asocia liderazgo con hombres y dirige la oferta solo a candidatos masculinos.,0
Preferible candidato masculino con experiencia en construcción.,sesgo_genero_masculino,"Indica preferencia por el sexo masculino, reforzando un sesgo en la selección.",0
Se busca hombre para puesto de seguridad nocturna.,sesgo_genero_masculino,"Requiere explícitamente 'hombre', excluye a las mujeres y otros géneros.",0
Se requieren jóvenes varones para trabajo de mudanzas.,sesgo_genero_masculino,"Demanda específicamente 'varones', favorece a hombres y discrimina por género.",0
Se necesita conductor (solo varones).,sesgo_genero_masculino,"Reclutamiento restringido a varones mediante la cláusula 'solo varones', discriminando por género.",0
Se solicita asistente personal masculino.,sesgo_genero_masculino,"Especifica que el asistente debe ser masculino, excluyendo expresamente a mujeres.",0
"Se requiere guardia de seguridad, hombres entre 25 y 40 años.",sesgo_genero_masculino,"Exige específicamente que los postulantes sean hombres, imponiendo un criterio de género.",0
Vacante: gerente de ventas. Preferiblemente varón.,sesgo_genero_masculino,"Expresa una preferencia por candidatos varones, favoreciendo el género masculino.",0
"Se busca recepcionista, preferentemente hombre.",sesgo_genero_masculino,"Expresa una preferencia explícita por candidatos masculinos, excluyendo implícitamente a mujeres.",0
Buscamos programador; se priorizarán candidatos masculinos.,sesgo_genero_masculino,"Declara que se dará prioridad a postulantes masculinos, señalando una preferencia de género.",0
Se necesita asistente con carácter varonil y presencia imponente.,sesgo_genero_masculino,"Asocia cualidades deseadas al género masculino, favoreciendo a hombres y excluyendo a otras identidades.",0
"Se busca recepcionista, solo hombres.",sesgo_genero_masculino,"Indica explícitamente que únicamente se aceptan candidatos hombres, excluyendo a mujeres.",0
Buscamos vendedor con perfil masculino y buena presencia.,sesgo_genero_masculino,"Requiere un 'perfil masculino', favoreciendo a hombres y asociando aptitudes a un género.",0
Mujeres abstenerse — puesto para operarios hombres.,sesgo_genero_masculino,"Exhorta explícitamente a mujeres a no postularse y declara el puesto destinado a hombres, constituyendo sesgo claro.",0
Niñera para cuidado nocturno — solo chicas.,sesgo_genero_femenino,"Reclutamiento exclusivo para mujeres, usando término de género ('niñera') y 'solo chicas'.",1
"Se busca asistente de recursos humanos, preferentemente mujer.",sesgo_genero_femenino,Preferencia explícita por candidatas femeninas para el puesto.,1
Se busca secretaria administrativa (solo mujeres).,sesgo_genero_femenino,"Solicita explícitamente mujeres, excluyendo otros géneros.",1
Se solicita azafata para eventos y atención VIP.,sesgo_genero_femenino,El término 'azafata' es femenino y sugiere que el cargo está dirigido a mujeres.,1
"Buscamos esteticista mujer, preferentemente joven.",sesgo_genero_femenino,"Prefiere candidatas femeninas al indicar 'mujer', creando una barrera por género.",1
"Se requiere niñera con experiencia, solo mujeres.",sesgo_genero_femenino,"Clasifica el puesto como exclusivo para mujeres, impidiendo la postulación de no mujeres.",1
Oferta: azafata para eventos (solo mujeres jóvenes).,sesgo_genero_femenino,"Exige explícitamente mujeres y añade criterio de edad, discriminando por género y edad.",1
Se busca vendedora con don de gentes.,sesgo_genero_femenino,El uso de la forma femenina 'vendedora' y la redacción sugiere preferencia por candidatas mujeres.,1
"Recepcionista mujer, buena presencia requerida.",sesgo_genero_femenino,"Solicita específicamente 'mujer', lo que discrimina por género independientemente de las habilidades.",1
Necesitamos chica para atención al cliente.,sesgo_genero_femenino,"Usa el término 'chica', indicando preferencia de género y excluyendo a otras identidades.",1
Se busca secretaria: solo mujeres.,sesgo_genero_femenino,Excluye explícitamente a candidatos no femeninos al exigir que el puesto sea ocupado únicamente por mujeres.,1
Urgente: contratar señorita para mostrar amabilidad en tienda.,sesgo_genero_femenino,"Uso de 'señorita' y asociación de amabilidad a mujeres, promoviendo estereotipos y preferencia por género.",1
Se busca diseñadora con estilo femenino.,sesgo_genero_femenino,"Exige identidad o estética femenina para el cargo, imponiendo una preferencia de género innecesaria.",1
Buscamos madre responsable para coordinar actividades infantiles.,sesgo_genero_femenino,"Asume que la aptitud para el puesto depende de ser madre, lo que discrimina por género y estado parental.",1
"Vacante: enfermera, solo mujeres.",sesgo_genero_femenino,Imposición de género en una profesión que puede ser desempeñada por cualquier persona; exclusión directa.,1
Se requiere mujer para puesto de ventas puerta a puerta.,sesgo_genero_femenino,"Requisito explícito de sexo femenino para un puesto que no lo justifica, discriminación por género.",1
Preferimos mujeres para tareas de cuidado y atención.,sesgo_genero_femenino,"Asume que las labores de cuidado corresponden a mujeres, reforzando roles de género estereotipados.",1
Buscamos recepcionista femenina para atención cálida y acogedora.,sesgo_genero_femenino,Uso de 'femenina' y asociación con características estereotípicas de cuidado.,1
Buscamos candidata dinámica para el equipo de marketing.,sesgo_genero_femenino,El uso de 'candidata' implica que se buscan mujeres en lugar de postulantes de cualquier género.,1
"Se busca secretaria, preferentemente mujer.",sesgo_genero_femenino,"Expresa preferencia por mujeres para el puesto y usa el femenino, excluyendo o desincentivando a otros géneros.",1
"Camarera de piso, se priorizará a mujeres.",sesgo_genero_femenino,Indica prioridad por candidatas femeninas para un puesto de limpieza/hospitalidad.,1
Se solicita enfermera — se valorará ser madre.,sesgo_genero_femenino,"Atribuye el rol a mujeres y añade preferencia por la condición de madre, lo que discrimina por género y estado familiar.",1
Dependienta alegre y femenina para tienda boutique.,sesgo_genero_femenino,Uso de 'dependienta' y adjetivo 'femenina' perpetúan el estereotipo de género para el rol.,1
Asistente personal para ejecutivo — preferiblemente mujer con tacto y empatía.,sesgo_genero_femenino,"Preferencia por mujer asociada a cualidades estereotípicamente femeninas (tacto, empatía).",1
Se necesita niñera con experiencia (mujeres únicamente).,sesgo_genero_femenino,El anuncio exige explícitamente candidatas femeninas para tareas de cuidado.,1
Recepcionista: mujeres entre 22 y 30 años.,sesgo_genero_femenino,"Combina requisito de género con límites de edad, discriminando por sexo y edad.",1
Oficial doméstica: solo mujeres.,sesgo_genero_femenino,Exclusión explícita de otros géneros al indicar 'solo mujeres'.,1
Buscamos chica para atención al cliente.,sesgo_genero_femenino,Uso de 'chica' sugiere que solo se consideran mujeres para el puesto.,1
Vendedora con buena presencia y sonrisa.,sesgo_genero_femenino,"Uso del sustantivo femenino ('vendedora') y énfasis en apariencia y sonrisa, asociando el puesto a mujeres.",1
"Se busca secretaria, preferentemente mujer.",sesgo_genero_femenino,"Indica explícitamente una preferencia por candidatas femeninas, excluyendo o desalentando a hombres.",1
Puesto de secretaria ejecutiva — se valorará que sea mujer.,sesgo_genero_femenino,"Sugiere preferencia por candidatas femeninas, lo que constituye un sesgo de género.",1
Se busca cuidadora de niños (solo mujeres).,sesgo_genero_femenino,Limita el puesto a mujeres excluyendo explícitamente a hombres para tareas de cuidado.,1
Profesor/a de primaria: se prefiere mujer.,sesgo_genero_femenino,"Aunque admite ambos géneros en forma escrita, declara una preferencia explícita por mujeres.",1
Modelo femenina para catálogo (urgente).,sesgo_genero_femenino,"Solicita específicamente 'femenina', excluyendo a candidatos de otros géneros.",1
"Cocinera para restaurante, solo mujeres por turno nocturno.",sesgo_genero_femenino,"Reserva el puesto nocturno únicamente para mujeres, lo que constituye discriminación de género.",1
Se necesita enfermera titulada — no se considerarán hombres.,sesgo_genero_femenino,Exclusión explícita de candidatos masculinos; exige ser mujer para el puesto.,1
Vacante: azafata para eventos.,sesgo_genero_femenino,Uso de un término de género femenino ('azafata') que implica preferencia por mujeres.,1
Puesto de asistente personal para empresario — solo mujeres.,sesgo_genero_femenino,Reclutamiento restrictivo que exige explícitamente el género femenino.,1
"Empresa solicita recepcionista mujer, preferiblemente joven.",sesgo_genero_femenino,"Prefiere candidatos femeninos y añade criterio de edad, reforzando estereotipos.",1
"Se busca secretaria, solo mujeres.",sesgo_genero_femenino,Excluye explícitamente a candidatos no femeninos al indicar 'solo mujeres'.,1
"Se requiere camarera con experiencia, preferentemente mujeres.",sesgo_genero_femenino,"El anuncio solicita preferencia por mujeres para el puesto de camarera, mostrando discriminación por género.",1
Vacante promotora de eventos — se valora belleza y simpatía.,sesgo_genero_femenino,"Usa el rol femenino 'promotora' y enfatiza cualidades físicas, asociadas estereotípicamente a mujeres.",1
Se busca asistente personal femenina para ejecutivo.,sesgo_genero_femenino,"Especifica que la asistente debe ser mujer, excluyendo a candidatos de otros géneros.",1
Se requieren limpiadoras para limpieza de oficinas (mujeres preferidas).,sesgo_genero_femenino,"Expresa preferencia por mujeres para tareas de limpieza, mostrando sesgo de género.",1
Oferta: niñera responsable — solo mujeres.,sesgo_genero_femenino,"Limita el puesto de cuidado infantil a mujeres, imponiendo un criterio de género.",1
Se necesitan vendedoras para tienda comercial.,sesgo_genero_femenino,"El anuncio pide exclusivamente vendedoras (forma femenina), excluyendo a los hombres.",1
Preferible candidata joven con buena presencia y sonrisa.,sesgo_genero_femenino,"Usa 'candidata' y criterios de apariencia, asumiendo que el puesto debe ser ocupado por una mujer.",1
Buscamos mujer para atención al cliente presencial.,sesgo_genero_femenino,Solicita explícitamente una mujer para desempeñar tareas de atención al cliente.,1
Se solicita candidata joven para atención al cliente.,sesgo_genero_femenino,Uso del femenino 'candidata' e indicación de características (joven) que limitan por género y edad.,1
Buscamos una asistente organizada y cariñosa.,sesgo_genero_femenino,"Atribuye roles emocionales y estereotipos asociados a mujeres (cariñosa), sugiriendo preferencia de género.",1
Solo se contratarán mujeres para el puesto de recepcionista.,sesgo_genero_femenino,Exclusión explícita de candidatos no femeninos; discriminación directa por género.,1
